Maxalt 073183 2care4 aup;0
Bricanyl Turbuhaler 028241 Orifarm aup;0
Lafene 154890 Pfizer aup;0
Teveten 099778 Abbotts Products aup;0
Exviera 530172 AbbVie aup;0.0
Olanzapin "Orifarm" 403636 Orifarm Generics aup;0
Sileo 480454 Orion Corporation Orion Pharma aup;0.0
Zomig 005645 Orifarm aup;0
Kiovig 023426 Baxalta Denmark aup;0.0
Cancidas 145958 Abacus aup;0.0
Zyprexa Velotab 079432 Paranova Danmark aup;0
Arzerra 048200 GlaxoSmithKline Pharma aup;0.0
Pantoprazol "Pensa" 029875 Pensa Pharma AB aup;0.0
Zemplar 092923 Abbott aup;0
Hyalgan 563346 Nycomed Danmark aup;0
Numeta G13E 119600 Baxter aup;0
Locoid Crelo 025174 Astellas aup;0
Ceplene 030281 Meda aup;0.0
Reltebon Depot 396602 Actavis aup;0
Atropin "DAK" 126300 Nycomed Danmark aup;0
Adalat Oros 117796 Bayer A/S aup;0
Ancozan Comp 045150 Sandoz aup;0
Dentocaine 119981 Inibsa aup;0
Botox 588355 2care4 aup;0
Oxydorine Depot 431160 Orifarm Generics aup;0
Clopidogrel "Actavis" 083114 Actavis aup;0
Imadrax 093146 Sandoz aup;0
Loceryl 114709 Galderma aup;0
Vancomycin "Fresenius Kabi" 463558 Fresenius Kabi aup;0.0
Losartankalium "Orifarm" 169661 Orifarm Generics aup;0
Aranesp 057341 Amgen aup;0.0
Advagraf 059870 Astellas aup;0
Rytmonorm 170548 Abbott aup;0
Micardis 159275 Orifarm aup;0
Fycompa 165179 Eisai aup;0.0
Metacam 065897 Boehringer Ingelheim Danmark aup;0
Diclofenac Rapid "Orifarm" 010671 Copyfarm aup;0
Wartec 372698 Stiefel aup;0
Advate 106384 Baxalta Denmark aup;0.0
Bricanyl Turbuhaler 402269 EuroPharmaDK aup;0
Lamotrigin "Orifarm" 022887 Copyfarm aup;0
Seroquel XR 589816 Tabs n Caps Pack aup;0
Pilokarpin "Ophtha" 156158 Ophtha aup;0
Geodon 079890 EuroPharmaDK aup;0
Simvastatin "Sandoz" 458037 Sandoz aup;0.0
Escitalopram "Teva" 454655 Teva Denmark aup;0.0
Sildenafil "1A Farma" 450949 Sandoz aup;0
Duaklir Genuair 400459 Paranova Danmark aup;0.0
PegIntron 387759 MSD Danmark aup;0
Sertralin "Orifarm" 504433 A-Pharma aup;0
DuoResp Spiromax 034994 New Neopharm aup;0.0
Lyxumia 474252 Sanofi-Aventis aup;0.0
Yellox 147802 Bausch & Lomb aup;0.0
Crestor 048972 Orifarm aup;0.0
Halcion 043737 Pfizer aup;0.0
Cetrotide 076438 Abacus aup;0
Ibumetin 544005 Takeda Pharma A/S aup;0
Sandimmun Neoral 079448 Singad Pharma aup;0
Iomeron 044415 Bracco Imaging Scandinavia aup;0
Norodine Vet. 117538 2care4 aup;0
Orfiril Retard 533064 EuroPharmaDK aup;0
Olanzapine "Teva" 142798 Teva Denmark aup;0
Esomeprazol "Actavis" 518750 Actavis aup;0.0
Omestad 398672 PharmaCoDane aup;0
Keppra 014252 Paranova Danmark aup;0
Ondansetron "BMM Pharma" 122643 Bluefish aup;0
Dolol 521361 Takeda Pharma A/S aup;0.0
Tolura 138724 Krka AB aup;0
Tizanidin "Orifarm" 048334 Copyfarm aup;0
Intuniv 185859 Shire Pharmaceuticals Ireland aup;0.0
Diclin 526421 2care4 aup;0
Omeprazol "Aurobindo" 476067 Orion Pharma aup;0.0
Oxis Turbuhaler 394734 AstraZeneca aup;0
True Test 027413 Vitaflo Scandinavia aup;0
Atacand Zid 32mg /25 mg 056969 AstraZeneca aup;0
Risperidon "BMM Pharma" 150506 BioPhausia aup;0
Sprycel 052333 BMS aup;0.0
Odrik 047769 Abbott aup;0
Viagra 095546 Singad Pharma aup;0
Nycolutamid 133853 Nycomed Danmark aup;0
Isofluran "Baxter" 000890 Baxter aup;0
DuoTrav 056872 EuroPharmaDK aup;0.0
Wilnativ 407358 Octapharma aup;0
Diazepam "2care4" 119631 2care4 aup;0
Hydrokortison "DnE" 000875 Galderma aup;0
Metadon "Evolan" 194467 Matrix aup;0
Meropenem "Stada" 116067 PharmaCoDane aup;0.0
Zinnat 439174 GlaxoSmithKline Pharma aup;0
NovoNorm 181732 2care4 aup;0
Gilenya 101325 Paranova Diagnostics aup;0.0
Valaciclovir "Arrow" 061709 Arrow Pharma aup;0
Dicillin 042184 Sandoz aup;0
Keflex 069842 PharmaCoDane aup;0
Fluoxetin "Actavis" 083136 Actavis aup;0
Lariam 005884 Roche aup;0
Leukeran 070937 Paranova Danmark aup;0.0
Galantamin "Teva" 091050 Teva Denmark aup;0
Cialis 017208 Paranova Danmark aup;0
Trilafon 076533 MSD Danmark aup;0
Kreon 10.000 081999 Paranova Danmark aup;0
Sirdalud 001115 Novartis Healthcare aup;0
Pramipexol "Sandoz" 390106 Sandoz aup;0
Fexin 113203 Antula Healthcare aup;0
PritorPlus 160373 PharmaCoDane aup;0
Synulox Vet. til hund og kat 431999 Orion Pharma Animal Health aup;0
Methotrexat "Ebewe" 112404 Meda aup;0
Topiramat "Bluefish" 071501 Bluefish Pharmaceuticals aup;0
Keppra 095525 Paranova Danmark aup;0
Neupro 419544 Orifarm aup;0
Citalopram "BMM Pharma" 126072 BioPhausia aup;0
Lercanidipinhydrochlorid "Copharma" 435892 COPHARMA aup;0.0
HBVAXPRO 034899 Sanofi Pasteur MSD aup;0.0
Candesartancilexetil/hydrochlorthiazid"EuroPharma" 148784 EuroPharmaDK aup;0
Lercanidipinhydrochlorid "Teva" 079790 Ratiopharm aup;0
Riluzol "Actavis" 060688 Actavis aup;0
Cipramil 398072 Paranova Danmark aup;0.0
Multihance 051599 Bracco Imaging Scandinavia aup;0
Trobalt 588478 GlaxoSmithKline Pharma aup;0
Levodopa/Carbidopa/Entacapone "Orion" 406717 Orion Pharma aup;0.0
Mimpara 093766 Paranova Danmark aup;0
Litak 079829 Abacus aup;0.0
Raloxifen "Teva" 450291 Orifarm Generics aup;0.0
Aerius 097288 MSD Danmark aup;0
Itraconazole "Sandoz" 139047 Sandoz aup;0
Tractocile 042246 Abacus aup;0
Donepezil "Pfizer" 164793 Pfizer aup;0
Nocutil 060878 Medac aup;0.0
Simvastatin "Arrow" 092666 Arrow Pharma aup;0
Effentora 455045 Teva Denmark aup;0.0
Venofer 450119 2care4 aup;0.0
Moxonat 019538 PharmaCoDane aup;0.0
Gadovist 036677 Bayer A/S aup;0
Cipralex 089695 Orifarm aup;0.0
Edurant 189148 Janssen-Cilag aup;0.0
Zyprexa 199799 Abacus aup;0
Onglyza 089685 AstraZeneca aup;0.0
Dipentum 428867 2care4 aup;0
APO-go Ampul 040171 Orifarm aup;0
Olimel Perifer N4E 083318 Baxter aup;0.0
Diproderm 567660 2care4 aup;0.0
Matrifen 052642 Nycomed Danmark aup;0
Byetta 465514 ChemVet aup;0
Frontect (til hunde 20-40 kg) 065875 Merial Norden aup;0.0
Valsavil HCT 551173 PharmaCoDane aup;0
Levitra 071612 2care4 aup;0
Cosopt 028915 Singad Pharma aup;0
Plavix 124119 Sanofi-Aventis aup;0.0
Natriumklorid "B. Braun" 450593 B. Braun Medical aup;0
Losatrix Comp 114596 Ratiopharm aup;0
Exelon 083634 Novartis Healthcare aup;0
Zostavax 063196 Sanofi Pasteur MSD aup;0.0
Aricept 454454 Pfizer aup;0.0
Risperidon "Sandoz" 103115 Sandoz aup;0
Pantoprazol "TAKEDA" 055302 Nycomed Danmark aup;0
Desmomelt 420473 EuroPharmaDK aup;0
Rapilysin 159772 Actavis aup;0.0
Abilify 043870 PharmaCoDane aup;0.0
Iomeron 409375 Bracco Imaging Scandinavia aup;0
Xarelto 560115 EuroPharmaDK aup;0
Targretin 023347 Teva Denmark aup;0
Eucreas 113421 Novartis Healthcare aup;0.0
PecFent 466255 Prostrakan aup;0.0
Xarelto 549674 Bayer aup;0.0
Zoladex LA 024682 Paranova Danmark aup;0
Nexium 561529 2care4 aup;0.0
Xalatan 015109 EuroPharmaDK aup;0
Xigduo 539308 AstraZeneca aup;0
Iomeron 499928 Bracco Imaging Scandinavia AB aup;0.0
Remeron 004301 Schering-Plough aup;0
Pantoloc 114266 Takeda Pharma A/S aup;0.0
Betaserc 384360 Orifarm aup;0
Mandolgin 424309 Sandoz aup;0
Mifepriston "Linepharma" 495005 Campus aup;0
Cefuroxim "Stragen" 435750 Stragen Nordic aup;0
Xigduo 427681 AstraZeneca aup;0
Lafene 370590 Pfizer aup;0
Jentadueto 563184 Boehringer Ingelheim Danmark aup;0.0
Dermovate 100684 EuroPharmaDK aup;0.0
Hesra 110960 Baxter aup;0
Humira 072770 Abbott aup;0
Fluconazol "Nycomed" 018898 Nycomed Danmark aup;0
Viramune 074928 Orifarm aup;0
Marcain-adrenalin 130429 AstraZeneca aup;0.0
Orap 377976 EUMEDICA N.V./S.A. aup;0.0
Doltard 530884 Takeda Pharma A/S aup;0
Drontal Comp. Forte Vet. 006559 Bayer aup;0
Intuniv 422340 Shire Pharmaceuticals Ireland aup;0.0
Dimitone 143909 Roche aup;0
Ciclosporin "Actavis" 066305 Actavis aup;0
AeroBec N Autohaler 486013 Orifarm aup;0
Maxalt Smelt 539203 Abacus aup;0
Ipren 056909 Nycomed Danmark aup;0
Oliclinomel N6-900E 008245 Baxter aup;0
Simvastatin "Teva" 110606 Teva Denmark aup;0
Dentocaine 457782 Inibsa aup;0
Strattera 085539 ChemVet aup;0.0
Cefotaxim "Stragen" 017404 Stragen Nordic aup;0.0
Nexium 061569 Singad Pharma aup;0
Betaserc 500997 BGP Products aup;0.0
Meropur 109467 Abacus aup;0
Propecia 592118 Orifarm aup;0
Ipramol Steri-Neb 121006 Teva Denmark aup;0.0
Zyprexa 027014 2care4 aup;0
NovoNorm 006497 Paranova Danmark aup;0
Oxydorine Depot 158802 Orifarm Generics aup;0
Apidra Solo Star 087923 Sanofi-Aventis aup;0
Anatera 090979 Alcon Nordic aup;0.0
Fragmin 540168 Orifarm aup;0
Clarinase 003869 MSD Danmark aup;0
Abilify 061078 2care4 aup;0.0
Simbrinza 072883 Abacus aup;0.0
Relistor 503645 TMC Pharma Services aup;0.0
Valcyte 371782 Orifarm aup;0
Levitra 012816 Bayer aup;0
Avelox 554745 Abacus aup;0
Geodon 066758 Orifarm aup;0
Visine Visiclear 076870 McNeil Denmark aup;0
Sandostatin 057307 Novartis Healthcare aup;0.0
Oxycodone "Teva" 396783 Teva Denmark aup;0.0
Zafira 080493 2care4 aup;0
Olanzapine "Teva" 070858 Teva Denmark aup;0.0
Dacarbazine "Lipomed" 572839 Lipomed GmbH aup;0.0
Sumatriptan "Actavis" 101714 Actavis aup;0
Inflacam 479755 Virbac Danmark aup;0.0
Aranesp 023463 Amgen aup;0
Brentan 545194 McNeil Denmark aup;0
Zolmitriptan "Teva" 146124 Teva Denmark aup;0
Ondansetron "Hameln" 151242 Matrix aup;0
Emselex 462109 2care4 aup;0
Bisoprolol "Krka" 070263 Krka AB aup;0
Moxonidin "Teva" 019401 Ratiopharm aup;0
Vectibix 119031 Amgen aup;0
Cialis 063820 Eli Lilly aup;0.0
Travatan 581969 Alcon aup;0.0
